,molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
587,CHEMBL176624,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(OC(C)C)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,active,0.8
588,CHEMBL369593,CC[C@@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(Oc5ccccc5)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,active,0.5
589,CHEMBL262663,CCn1nc(Cc2ccc(O)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,active,0.6
590,CHEMBL175341,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc5c(c4)OCO5)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,active,0.5
591,CHEMBL293882,C[N+]1(Cc2ccc(NC(=O)C3=Cc4cc(-c5ccccc5)ccc4CC3)cc2)CCCCCC1.[I-],active,380.0
592,CHEMBL65649,C[N+]1(Cc2ccc(NC(=O)C3=Cc4cc(-c5ccccc5)ccc4CC3)cc2)CCOCC1.[I-],intermediate,1200.0
593,CHEMBL303964,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+]4(C)CCCCC4)cc2)CC3)cc1.[I-],active,240.0
594,CHEMBL62611,C[N+]1(CCc2ccc(NC(=O)C3=Cc4cc(-c5ccccc5)ccc4CC3)cc2)CCCCC1.[I-],intermediate,1100.0
595,CHEMBL294788,CCC(CC)[N+](C)(C)Cc1ccc(NC(=O)C2=Cc3cc(-c4ccc(C)cc4)ccc3OCC2)cc1.[I-],active,3.3
596,CHEMBL62180,C[N+](C)(Cc1ccc(NC(=O)C2=Cc3cc(-c4ccc(N5CCCC5)cc4)ccc3CCC2)cc1)C1CCOCC1.[I-],active,3.8
597,CHEMBL62549,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+]4(C)CCCCC4)cc2)CCC3)cc1.[I-],active,25.0
598,CHEMBL62598,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCC(=O)CC4)cc2)CCO3)cc1.[I-],active,4.5
599,CHEMBL62454,CCCC[P+](CCCC)(CCCC)Cc1ccc(NC(=O)/C=C/c2cccc(-c3ccc(C)cc3)c2)cc1.[Cl-],active,620.0
600,CHEMBL292345,CC[N+](CC)(CC)Cc1ccc(NC(=O)C2=Cc3cc(-c4ccccc4)ccc3CC2)cc1.[Cl-],active,840.0
601,CHEMBL64322,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCC3)cc1.[I-],active,1.8
602,CHEMBL61267,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+]4(C)CCCCC4)cc2)CCO3)cc1.[I-],active,43.0
603,CHEMBL66301,C[N+]1(Cc2ccc(NC(=O)C3=Cc4cc(-c5ccccc5)ccc4CC3)cc2)CCCCC1.[I-],active,390.0
604,CHEMBL293393,CCOc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCO3)cc1.[I-],active,1.8
605,CHEMBL64591,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+]4(C)CCCCC4)cc2)CO3)cc1.[I-],active,660.0
606,CHEMBL56565,C[N+](C)(Cc1ccc(NC(=O)C2=Cc3cc(-c4ccc(C(F)(F)F)cc4)ccc3OCC2)cc1)C1CCOCC1.[I-],active,1.5
607,CHEMBL62339,C[N+](C)(Cc1ccc(NC(=O)C2=Cc3cc(-c4ccc(N5CCCCC5)cc4)ccc3CCC2)cc1)C1CCOCC1.[I-],active,2.2
608,CHEMBL61208,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCSCC4)cc2)CCO3)cc1.[I-],active,3.1
609,CHEMBL65696,Cc1ccc(-c2cccc(/C=C/C(=O)Nc3ccc(C[N+]4(C)CCCCC4)cc3)c2)cc1.[I-],active,570.0
610,CHEMBL64163,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(CC[N+]4(C)CCCCC4)cc2)CCO3)cc1.[I-],active,110.0
611,CHEMBL65681,C[N+]1(Cc2ccc(NC(=O)C3=Cc4cc(-c5ccccc5)ccc4CC3)cc2)CCCC1.[I-],active,430.0
612,CHEMBL41275,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCC3)cc1.[Cl-],active,1.4
613,CHEMBL292548,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCO3)cc1.[I-],active,1.4
614,CHEMBL65605,Cc1cccc[n+]1Cc1ccc(NC(=O)C2=Cc3cc(-c4ccccc4)ccc3CC2)cc1.[Cl-],intermediate,3200.0
615,CHEMBL294501,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)CCCO)cc2)CCO3)cc1.[I-],active,6.8
616,CHEMBL138282,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)c3ccccc3Cl)C[C@@H]2c2ccccc2)CC1,active,14.0
617,CHEMBL138282,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)c3ccccc3Cl)C[C@@H]2c2ccccc2)CC1,active,300.0
618,CHEMBL79958,CN(C[C@@H](CCN1CCC(Cc2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,250.0
619,CHEMBL137524,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)N3CCCC3)C[C@@H]2c2ccccc2)CC1,active,9.0
620,CHEMBL137524,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)N3CCCC3)C[C@@H]2c2ccccc2)CC1,active,300.0
621,CHEMBL342842,CCCN(c1ccncn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.2
622,CHEMBL342842,CCCN(c1ccncn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,33.0
623,CHEMBL83311,CN(C[C@@H](CCN1CCC2(CC1)CNC(=O)c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,35.0
624,CHEMBL137650,C=CCN(c1ccncc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,66.0
625,CHEMBL79369,Cc1ccccc1N1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1,intermediate,2400.0
626,CHEMBL137154,C=CCN(c1ccccc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,42.0
627,CHEMBL138437,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2cccc(F)c2)CC1,active,1.6
628,CHEMBL138437,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2cccc(F)c2)CC1,active,33.0
629,CHEMBL312808,CN(C[C@@H](CCN1CCC2(CC1)CNc1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,50.0
630,CHEMBL136977,O=C(C1CCCCC1)N1C[C@H](CN2CCC(N(CC3CC3)c3ccccn3)CC2)[C@@H](c2ccccc2)C1,active,9.0
631,CHEMBL136977,O=C(C1CCCCC1)N1C[C@H](CN2CCC(N(CC3CC3)c3ccccn3)CC2)[C@@H](c2ccccc2)C1,active,33.0
632,CHEMBL83338,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,10.0
633,CHEMBL310305,CN(C[C@@H](CCN1CCC2(CC1)NC(=O)c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,45.0
634,CHEMBL83882,CN(C[C@@H](CCN1CCC(CCc2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,65.0
635,CHEMBL312231,CN(C[C@@H](CCNCCc1ccccc1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,inactive,10000.0
636,CHEMBL137206,C=CCN(c1cccnc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,23.0
637,CHEMBL137206,C=CCN(c1cccnc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,12.0
638,CHEMBL137038,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,6.6
639,CHEMBL137038,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,33.0
640,CHEMBL79504,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,active,35.0
641,CHEMBL137728,CCCN(c1cccnc1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,5.0
642,CHEMBL137728,CCCN(c1cccnc1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,33.0
643,CHEMBL428104,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.8
644,CHEMBL428104,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,11.0
645,CHEMBL344261,CCCN(c1ncc(F)cn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,0.4
646,CHEMBL344261,CCCN(c1ncc(F)cn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,33.0
647,CHEMBL310780,CN(C[C@@H](CCN1CCC(CCCc2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,5.0
648,CHEMBL431795,COc1ccccc1C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1,active,70.0
649,CHEMBL135432,C=CCN(c1ncccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,12.0
650,CHEMBL135432,C=CCN(c1ncccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,12.0
651,CHEMBL343366,CCN(c1ncccn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.5
652,CHEMBL343366,CCN(c1ncccn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,100.0
653,CHEMBL137327,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(N(CC3CC3)c3ncccn3)CC2)[C@@H](c2cccc(F)c2)C1,active,1.1
654,CHEMBL137327,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(N(CC3CC3)c3ncccn3)CC2)[C@@H](c2cccc(F)c2)C1,active,11.0
655,CHEMBL79697,CN(C[C@@H](CCN1CCN(c2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,700.0
656,CHEMBL82880,CN(C[C@@H](CCN1CCC2(CC1)CC(=O)c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,5.0
657,CHEMBL79882,CN(C[C@@H](CCc1ccc(-c2ccccc2)cc1)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,inactive,10000.0
658,CHEMBL82207,CN(CCc1ccccc1)CC[C@H](CN(C)S(=O)(=O)c1ccccc1)c1cccc(Cl)c1,inactive,10000.0
659,CHEMBL275998,CCCN(c1nccc(OC)n1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,0.8
660,CHEMBL275998,CCCN(c1nccc(OC)n1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,100.0
661,CHEMBL83107,CN(C[C@@H](CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,15.0
662,CHEMBL83745,CN1C(=O)c2ccccc2C12CCN(CC[C@H](CN(C)S(=O)(=O)c1ccccc1)c1cccc(Cl)c1)CC2,active,100.0
663,CHEMBL138645,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCC3)C[C@@H]2c2ccccc2)CC1,active,10.0
664,CHEMBL138645,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCC3)C[C@@H]2c2ccccc2)CC1,active,300.0
665,CHEMBL79566,CN(C[C@@H](CCN1CCC2(CC1)CC(O)c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,100.0
666,CHEMBL343160,CCCN(c1ccccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,3.9
667,CHEMBL343160,CCCN(c1ccccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,100.0
668,CHEMBL344641,CCCN(c1ncc(C(F)(F)F)cn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,0.5
669,CHEMBL344641,CCCN(c1ncc(C(F)(F)F)cn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,100.0
670,CHEMBL335562,CCCN(c1cncnc1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.7
671,CHEMBL335562,CCCN(c1cncnc1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,11.0
672,CHEMBL137419,C=CCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,6.0
673,CHEMBL137419,C=CCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,11.0
674,CHEMBL137072,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,12.0
675,CHEMBL137072,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,100.0
676,CHEMBL84374,CN(C[C@@H](CCN1CCC2(CCc3ccccc32)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,180.0
677,CHEMBL83818,CN(C[C@@H](CCN1CCC2(CC1)Cc1ccccc1O2)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,260.0
678,CHEMBL137272,C=CCN(c1ccc(C(F)(F)F)cn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,21.0
679,CHEMBL137272,C=CCN(c1ccc(C(F)(F)F)cn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,37.0
680,CHEMBL83683,CN(C[C@@H](CCN1CCC2(CC1)CC(=O)Nc1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,35.0
681,CHEMBL83963,CN(C[C@@H](CCN1CCC(c2ccc(Cl)cc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,200.0
682,CHEMBL82838,CN(C[C@@H](CCN1CCC(c2cccc(C(F)(F)F)c2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,120.0
683,CHEMBL343745,CCCN(c1nccc(C(F)(F)F)n1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.2
684,CHEMBL343745,CCCN(c1nccc(C(F)(F)F)n1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,450.0
685,CHEMBL83957,CN(C[C@@H](CCN1CCC(c2ccc(F)cc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,25.0
686,CHEMBL81692,CN(C[C@@H](CCc1ccc(-c2ccccc2)cn1)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,inactive,10000.0
687,CHEMBL328297,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@H]2CN(C(=O)c3ccccc3Cl)C[C@@H]2c2ccccc2)CC1,active,0.8
688,CHEMBL312701,CN(C[C@@H](CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,30.0
689,CHEMBL84120,Cc1ccccc1C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1,active,400.0
690,CHEMBL79716,CN(C[C@@H](CCN1CCC2(CC1)CSc1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,270.0
691,CHEMBL104698,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1,active,5.0
692,CHEMBL319233,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1,active,77.0
693,CHEMBL106381,O=C1N[C@H](Cc2c[nH]c3ccccc23)C(=O)N1CC(CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1,active,25.0
694,CHEMBL105109,O=C1N[C@H](Cc2ccccc2)C(=O)N1CC(CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1,active,250.0
695,CHEMBL107128,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1,active,3.0
696,CHEMBL106381,O=C1N[C@H](Cc2c[nH]c3ccccc23)C(=O)N1CC(CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1,active,80.0
697,CHEMBL107749,CC(CCN1CCC(c2ccccc2)CC1)(CN1C(=O)N[C@H](Cc2c[nH]c3ccccc23)C1=O)c1cccc(Cl)c1,active,100.0
698,CHEMBL317860,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1,active,13.0
699,CHEMBL104793,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1,active,7.0
700,CHEMBL79504,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,active,35.0
701,CHEMBL319697,O=C1CC2(CCN(CCC(CN3C(=O)N[C@H](Cc4ccccc4)C3=O)c3cccc(Cl)c3)CC2)c2ccccc21,active,200.0
702,CHEMBL314342,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)C(=O)Cc1ccccc1,active,640.0
703,CHEMBL419172,O=C1CC2(CCN(CCC(CN3C(=O)N[C@H](c4ccccc4)C3=O)c3cccc(Cl)c3)CC2)c2ccccc21,active,606.0
704,CHEMBL105975,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1,active,2.0
705,CHEMBL106907,CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2ccccc2)CC1,active,4.0
706,CHEMBL83338,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,10.0
707,CHEMBL107439,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(C)(CN2C(=O)N[C@H](Cc3c[nH]c4ccccc34)C2=O)c2cccc(Cl)c2)CC1,active,32.0
708,CHEMBL41275,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCC3)cc1.[Cl-],active,1.4
709,CHEMBL159097,c1ccc(C2CCN(C[C@H]3CN4O[C@H](c5ccccc5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1,active,27.0
710,CHEMBL157983,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1,active,14.0
711,CHEMBL351973,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@H]2CN3O[C@H](c4ccccc4)C[C@H]3[C@@H]2c2ccccc2)CC1,active,27.0
712,CHEMBL157491,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@H]2CN3OC4(CCCCC4)C[C@H]3[C@@H]2c2ccccc2)CC1,active,0.13
713,CHEMBL158754,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3O[C@H](c4ccccc4)C[C@@H]23)CC1,active,6.0
714,CHEMBL539943,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4OC5(CCCCC5)C[C@@H]34)CC2)cc1,active,33.0
715,CHEMBL159018,c1ccc(CCCC2CCN(C[C@H]3CN4OC5(CCCCC5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1,active,8.0
716,CHEMBL436245,c1ccc(CCCC2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4OC5(CCCCC5)C[C@@H]34)CC2)cc1,active,69.0
717,CHEMBL350027,c1ccc(C2CCN(C[C@H]3CN4OC5(CCCCC5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1,active,43.0
718,CHEMBL161093,c1ccc(CCCC2CCN(C[C@H]3CN4O[C@H](c5ccccc5)C[C@H]4[C@@H]3c3ccccc3)CC2)cc1,active,5.0
719,CHEMBL350763,c1ccc(CCCC2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4O[C@H](c5ccccc5)C[C@@H]34)CC2)cc1,active,11.0
720,CHEMBL161480,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1,active,86.0
721,CHEMBL423427,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@H]2CN3OC4(CCCCC4)C[C@H]3[C@@H]2c2ccccc2)CC1,active,5.0
722,CHEMBL158438,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3O[C@H](c4ccccc4)C[C@@H]23)CC1,active,46.0
723,CHEMBL41275,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCC3)cc1.[Cl-],active,1.2
724,CHEMBL161594,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4O[C@H](c5ccccc5)C[C@@H]34)CC2)cc1,active,30.0
725,CHEMBL328260,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,0.8
726,CHEMBL435259,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@H]2CN3O[C@H](c4ccccc4)C[C@H]3[C@@H]2c2ccccc2)CC1,active,2.5
727,CHEMBL432010,O=S(=O)(c1cccs1)N1CC(CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,20.0
728,CHEMBL330252,CN(CC(CCN1CCC(c2ccccc2)CC1)c1ccccn1)S(=O)(=O)c1ccccc1,inactive,10000.0
729,CHEMBL90927,CN(CC(CCN1CCC(c2ccccc2)CC1)Cc1ccccc1)S(=O)(=O)c1ccccc1,inactive,10000.0
730,CHEMBL326111,CN(CC(CCN1CCC(O)(CCCc2ccccc2)CC1)c1ccccc1)S(=O)(=O)c1ccc(-c2ccccn2)s1,active,4.0
731,CHEMBL408438,CN(CC(CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccccc1)S(=O)(=O)c1ccccc1,active,35.0
732,CHEMBL89715,CN(CC(CCN1CCC(c2ccccc2)CC1)c1cccc(F)c1)S(=O)(=O)c1ccccc1,active,100.0
733,CHEMBL327880,CC[C@H](CN(C)S(=O)(=O)c1ccccc1)c1ccccc1,intermediate,4000.0
734,CHEMBL328339,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc2c(c1)OCO2)S(=O)(=O)c1ccccc1,active,200.0
735,CHEMBL418954,CN(CC(CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1ccsc1)S(=O)(=O)c1ccccc1,active,50.0
736,CHEMBL328888,CN(CC(CCN1CCC(c2ccccc2)CC1)c1cccs1)S(=O)(=O)c1ccccc1,active,400.0
737,CHEMBL316189,Cc1ccc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)cc1C,active,60.0
738,CHEMBL313950,CN(CC(CCN1CCC(c2ccccc2)CC1)c1ccc(F)c(F)c1)S(=O)(=O)c1ccccc1,active,570.0
739,CHEMBL328898,CN(C[C@@H](CCN1CCC2(CC1)CS(=O)(=O)c1ccccc12)c1ccc2c(c1)OCO2)S(=O)(=O)c1ccccc1,active,80.0
740,CHEMBL107425,O=S(=O)(c1ccc(-c2ccccn2)s1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,41.0
741,CHEMBL91413,CN(CC(CCN1CCC(c2ccccc2)CC1)c1cccc(C(F)(F)F)c1)S(=O)(=O)c1ccccc1,active,500.0
742,CHEMBL92791,COc1ccc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)cc1,active,1000.0
743,CHEMBL88219,Cc1cc(C(CCN2CCC(c3ccccc3)CC2)CN(C)S(=O)(=O)c2ccccc2)ccc1F,active,180.0
744,CHEMBL312701,CN(C[C@@H](CCN1CCC(c2ccccc2)CC1)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,active,30.0
745,CHEMBL90841,CN(CC(CCN1CCC(c2ccccc2)CC1)c1cccnc1)S(=O)(=O)c1ccccc1,inactive,10000.0
746,CHEMBL105987,CN(CC(CCN1CCC(CCCc2ccccc2)CC1)c1ccccc1)S(=O)(=O)c1cccs1,active,3.0
747,CHEMBL92147,CN(CC(CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccccc1,active,90.0
