,molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
1375,CHEMBL137072,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,11.99
1376,CHEMBL137206,C=CCN(c1cccnc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,23.01
1377,CHEMBL137650,C=CCN(c1ccncc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,66.07
1378,CHEMBL137038,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,6.607
1379,CHEMBL281607,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.7998
1380,CHEMBL21147,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccc(C(F)(F)F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.2
1381,CHEMBL470510,CC(C)C[C@H](C(=O)O)N1C[C@H](CN2CCC(CCS(=O)(=O)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.8995
1382,CHEMBL20345,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCSc3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.1
1383,CHEMBL471920,CC(C)C[C@H](C(=O)O)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.5
1384,CHEMBL21106,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.05998
1385,CHEMBL21117,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.2999
1386,CHEMBL20453,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(O)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.3999
1387,CHEMBL417825,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(CO)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,4.797
1388,CHEMBL20598,CC(O)(CCC1CCN(C[C@H]2CN([C@H](CC3CC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1)c1ccc(F)cc1,active,1.6
1389,CHEMBL283788,COC(=O)C(CCC1CCN(C[C@H]2CN([C@H](CC3CC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1)c1ccc(F)cc1,active,1.5
1390,CHEMBL161594,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4O[C@H](c5ccccc5)C[C@@H]34)CC2)cc1,active,29.99
1391,CHEMBL158438,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3O[C@H](c4ccccc4)C[C@@H]23)CC1,active,46.03
1392,CHEMBL539943,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4OC5(CCCCC5)C[C@@H]34)CC2)cc1,active,33.04
1393,CHEMBL161480,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1,active,86.1
1394,CHEMBL157983,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1,active,14.0
1395,CHEMBL511806,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(-c4ccccc4)no3)CC2)[C@@H](c2ccccc2)C1,active,18.11
1396,CHEMBL470507,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3nocc3-c3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,26.98
1397,CHEMBL471722,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3nc(-c4ccccc4)c[nH]3)CC2)[C@@H](c2ccccc2)C1,active,23.01
1398,CHEMBL511154,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cnc(-c4ccccc4)[nH]3)CC2)[C@@H](c2ccccc2)C1,active,6.194
1399,CHEMBL511494,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3ncc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,2.0
1400,CHEMBL480503,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,0.2897
1401,CHEMBL480504,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,1.6
1402,CHEMBL480693,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,0.3396
1403,CHEMBL520091,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,0.2301
1404,CHEMBL449758,CCc1nc(Cc2ccccc2)oc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,0.8892
1405,CHEMBL471251,CCc1nc(Cc2ccccc2)sc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,0.7603
1406,CHEMBL480890,CCc1nc(Cc2ccccc2)sc1C1CCN(C[C@H]2CN([C@H](CC(C)C)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,1.0
1407,CHEMBL195199,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,62.95
1408,CHEMBL195930,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4ncccc43)CC2)[C@@H](c2ccccc2)C1,active,23.01
1409,CHEMBL436290,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4cccnc43)CC2)[C@@H](c2ccccc2)C1,active,2.799
1410,CHEMBL470512,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3ncc4ccccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,13.0
1411,CHEMBL472798,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ncccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,3.4989999999999997
1412,CHEMBL472799,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4ccncc4n3)CC2)[C@@H](c2cccc(F)c2)C1,active,28.97
1413,CHEMBL516027,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4cccnc4n3)CC2)[C@@H](c2cccc(F)c2)C1,active,199.99
1414,CHEMBL353331,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,1.199
1415,CHEMBL175327,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@H](CC3CC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.199
1416,CHEMBL174304,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,active,1.5
1417,CHEMBL368265,CCn1ncc(Cc2ccccc2)c1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,2.9989999999999997
1418,CHEMBL170987,CCn1cc(Cc2ccccc2)c(C2CCN(C[C@H]3CN([C@@H](C(=O)O)C4CCCCC4)C[C@@H]3c3ccccc3)CC2)n1,active,20.0
1419,CHEMBL366626,CCn1cc(CCc2ccccc2)c(C2CCN(C[C@H]3CN([C@@H](C(=O)O)C4CCCCC4)C[C@@H]3c3ccccc3)CC2)n1,active,2.301
1420,CHEMBL172659,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)n[nH]3)CC2)[C@@H](c2ccccc2)C1,active,2.198
1421,CHEMBL176392,Cn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,4.198
1422,CHEMBL511634,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)no3)CC2)[C@@H](c2ccccc2)C1,active,0.7998
1423,CHEMBL471542,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)on3)CC2)[C@@H](c2ccccc2)C1,active,1.199
1424,CHEMBL366450,CCn1nc(-c2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,21.98
1425,CHEMBL172761,CCn1nc(-c2ccc(C#N)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,16.0
1426,CHEMBL368757,CCn1nc(-c2ccc(CN)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,121.9
1427,CHEMBL499483,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(C(F)(F)c4ccccc4)n[nH]3)CC2)[C@@H](c2ccccc2)C1,active,2.099
1428,CHEMBL465416,CCn1nc(C(C)(C)c2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,6.902
1429,CHEMBL323370,OC1(CCCc2ccccn2)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,6.997999999999999
1430,CHEMBL432596,O=C(O)Cc1cccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)c1,active,5.997999999999999
1431,CHEMBL100336,O=C(O)Cc1ccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)cc1,active,5.0
1432,CHEMBL464132,Cn1nnc(-c2ccc(CCCC3(O)CCN(C[C@H]4CN(CC5CCCCC5)C[C@@H]4c4ccccc4)CC3)cc2)n1,active,0.3999
1433,CHEMBL468150,C=C(Cc1ccccc1)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,3.597
1434,CHEMBL99788,COC(=O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,1.0
1435,CHEMBL100958,COC(=O)[C@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,3.9989999999999997
1436,CHEMBL100596,O=C(O)[C@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,5.0
1437,CHEMBL322693,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3ccc(F)cc3)CC2)[C@@H](c2ccccc2)C1,active,35.97
1438,CHEMBL99909,O=C(O)[C@@H](C1CCCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,0.2
1439,CHEMBL135432,C=CCN(c1ncccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,11.99
1440,CHEMBL137728,CCCN(c1cccnc1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,5.0
1441,CHEMBL428104,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.7990000000000002
1442,CHEMBL471909,CC(C)C[C@H](C(=O)O)N1C[C@H](CN2CCC(CCSc3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.7998
1443,CHEMBL20622,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2ccccc2)C1,active,0.2
1444,CHEMBL455073,O=C(O)[C@@H](CC1CCCCC1)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2ccccc2)C1,active,0.2999
1445,CHEMBL504250,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(OCCO)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,3.698
1446,CHEMBL520755,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)[nH]3)CC2)[C@@H](c2ccccc2)C1,active,0.6699
1447,CHEMBL481080,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3csc(Cc4ccccc4)n3)CC2)[C@@H](c2ccccc2)C1,active,1.3
1448,CHEMBL481274,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3ncc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,1.5
1449,CHEMBL471765,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)[nH]3)CC2)[C@@H](c2ccccc2)C1,active,6.997999999999999
1450,CHEMBL471766,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,3.802
1451,CHEMBL513564,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,0.5105
1452,CHEMBL511493,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,0.2301
1453,CHEMBL500631,CCc1nc(Cc2ccccc2)[nH]c1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,0.5702
1454,CHEMBL472412,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3[nH]c(Cc4ccccc4)nc3Cl)CC2)[C@@H](c2ccccc2)C1,active,0.5998
1455,CHEMBL364070,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,2.5
1456,CHEMBL474838,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3nnc4ccccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,11.99
1457,CHEMBL475606,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4cccnn34)CC2)[C@@H](c2cccc(F)c2)C1,active,2.9989999999999997
1458,CHEMBL475777,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4ccccc4n3)CC2)[C@@H](c2cccc(F)c2)C1,active,65.01
1459,CHEMBL173095,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.199
1460,CHEMBL352514,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCC3)C[C@@H]2c2ccccc2)CC1,active,1.6
1461,CHEMBL172854,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,active,0.7998
1462,CHEMBL435727,CCC(CC)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,active,0.8995
1463,CHEMBL353827,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3[nH]ncc3Cc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,4.797
1464,CHEMBL367421,CCCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,4.603
1465,CHEMBL366536,CCCCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,2.9989999999999997
1466,CHEMBL499793,CC(C)(c1ccccc1)c1cc(C2CCN(C[C@H]3CN([C@@H](C(=O)O)C4CCCCC4)C[C@@H]3c3ccccc3)CC2)[nH]n1,active,11.51
1467,CHEMBL419895,OC1(CCCc2cccnc2)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,6.0
1468,CHEMBL103268,O=C(O)c1ccccc1CCCC1(O)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,100.0
1469,CHEMBL318909,O=C(O)c1cccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)c1,active,3.0
1470,CHEMBL319689,O=C(O)c1ccc(CCCC2(O)CCN(C[C@H]3CN(CC4CCCCC4)C[C@@H]3c3ccccc3)CC2)cc1,active,10.0
1471,CHEMBL319593,OC1(CCCc2ccc(-c3nnn[nH]3)cc2)CCN(C[C@H]2CN(CC3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,0.2
1472,CHEMBL101961,O=C(O)[C@@H](c1ccccc1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,0.8
1473,CHEMBL318210,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,2.0
1474,CHEMBL102675,C[C@H](C(=O)O)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,3.0
1475,CHEMBL102674,O=C(O)CN1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,6.0
1476,CHEMBL318406,CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,0.7
1477,CHEMBL103782,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3ccc(F)cc3)CC2)[C@@H](c2ccccc2)C1,active,4.0
1478,CHEMBL318681,O=C(O)[C@@H](C1CC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,3.0
1479,CHEMBL316475,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,0.1
1480,CHEMBL137524,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)N3CCCC3)C[C@@H]2c2ccccc2)CC1,active,9.0
1481,CHEMBL138645,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCC3)C[C@@H]2c2ccccc2)CC1,active,10.0
1482,CHEMBL137072,CCCN(c1ccccn1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,12.0
1483,CHEMBL137206,C=CCN(c1cccnc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,23.0
1484,CHEMBL137650,C=CCN(c1ccncc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,66.0
1485,CHEMBL137038,CCCN(c1ncccn1)C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,6.6
1486,CHEMBL281607,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.8
1487,CHEMBL21147,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccc(C(F)(F)F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.2
1488,CHEMBL470510,CC(C)C[C@H](C(=O)O)N1C[C@H](CN2CCC(CCS(=O)(=O)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.9
1489,CHEMBL20345,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCSc3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.1
1490,CHEMBL471920,CC(C)C[C@H](C(=O)O)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.5
1491,CHEMBL21106,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.06
1492,CHEMBL21117,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCC(F)(F)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.3
1493,CHEMBL20453,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(O)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,0.4
1494,CHEMBL417825,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(CCC(CO)c3ccc(F)cc3)CC2)[C@@H](c2cccc(F)c2)C1,active,4.8
1495,CHEMBL20598,CC(O)(CCC1CCN(C[C@H]2CN([C@H](CC3CC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1)c1ccc(F)cc1,active,1.6
1496,CHEMBL283788,COC(=O)C(CCC1CCN(C[C@H]2CN([C@H](CC3CC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1)c1ccc(F)cc1,active,1.5
1497,CHEMBL161594,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4O[C@H](c5ccccc5)C[C@@H]34)CC2)cc1,active,30.0
1498,CHEMBL158438,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3O[C@H](c4ccccc4)C[C@@H]23)CC1,active,46.0
1499,CHEMBL539943,c1ccc(C2CCN(C[C@@H]3[C@@H](c4ccccc4)CN4OC5(CCCCC5)C[C@@H]34)CC2)cc1,active,33.0
1500,CHEMBL161480,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1,active,86.0
1501,CHEMBL157983,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@@H]2[C@@H](c3ccccc3)CN3OC4(CCCCC4)C[C@@H]23)CC1,active,14.0
1502,CHEMBL511806,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cc(-c4ccccc4)no3)CC2)[C@@H](c2ccccc2)C1,active,18.1
1503,CHEMBL470507,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3nocc3-c3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,27.0
1504,CHEMBL471722,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3nc(-c4ccccc4)c[nH]3)CC2)[C@@H](c2ccccc2)C1,active,23.0
1505,CHEMBL511154,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cnc(-c4ccccc4)[nH]3)CC2)[C@@H](c2ccccc2)C1,active,6.2
1506,CHEMBL511494,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3ncc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,2.0
1507,CHEMBL480503,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,0.29
1508,CHEMBL480504,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,1.6
1509,CHEMBL480693,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)o3)CC2)[C@@H](c2ccccc2)C1,active,0.34
1510,CHEMBL520091,O=C(O)[C@@H](CC1CC1)N1C[C@H](CN2CCC(c3cnc(Cc4ccccc4)s3)CC2)[C@@H](c2ccccc2)C1,active,0.23
1511,CHEMBL449758,CCc1nc(Cc2ccccc2)oc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,0.89
1512,CHEMBL471251,CCc1nc(Cc2ccccc2)sc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,0.76
1513,CHEMBL480890,CCc1nc(Cc2ccccc2)sc1C1CCN(C[C@H]2CN([C@H](CC(C)C)C(=O)O)C[C@@H]2c2ccccc2)CC1,active,1.0
1514,CHEMBL195199,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,63.0
1515,CHEMBL195930,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4ncccc43)CC2)[C@@H](c2ccccc2)C1,active,23.0
1516,CHEMBL436290,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4cccnc43)CC2)[C@@H](c2ccccc2)C1,active,2.8
1517,CHEMBL470512,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3ncc4ccccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,13.0
1518,CHEMBL472798,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ncccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,3.5
1519,CHEMBL472799,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4ccncc4n3)CC2)[C@@H](c2cccc(F)c2)C1,active,29.0
1520,CHEMBL516027,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4cccnc4n3)CC2)[C@@H](c2cccc(F)c2)C1,active,200.0
1521,CHEMBL353331,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,1.2
1522,CHEMBL175327,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@H](CC3CC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,active,1.2
1523,CHEMBL174304,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,active,1.5
1524,CHEMBL368265,CCn1ncc(Cc2ccccc2)c1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,active,3.0
1525,CHEMBL170987,CCn1cc(Cc2ccccc2)c(C2CCN(C[C@H]3CN([C@@H](C(=O)O)C4CCCCC4)C[C@@H]3c3ccccc3)CC2)n1,active,20.0
