,molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value,MW,LogP,NumHDonors,NumHAcceptors,standard_value_norm
795,CHEMBL179141,CN(CC(C)(CCN1CCC2C(CCN2C(=O)OC(C)(C)C)C1)c1ccccc1)S(=O)(=O)c1ccccc1,intermediate,2000.0,541.7580000000003,4.986400000000005,0.0,5.0,2000.0
796,CHEMBL179141,CN(CC(C)(CCN1CCC2C(CCN2C(=O)OC(C)(C)C)C1)c1ccccc1)S(=O)(=O)c1ccccc1,active,2.0,541.7580000000003,4.986400000000005,0.0,5.0,2.0
797,CHEMBL179209,CN(CC(C)(CCN1CCC2C(CCN2C(=O)OCc2ccc([N+](=O)[O-])cc2)C1)c1ccccc1)S(=O)(=O)c1ccccc1,active,21.0,620.7720000000003,5.296300000000006,0.0,7.0,21.0
798,CHEMBL179209,CN(CC(C)(CCN1CCC2C(CCN2C(=O)OCc2ccc([N+](=O)[O-])cc2)C1)c1ccccc1)S(=O)(=O)c1ccccc1,active,2.0,620.7720000000003,5.296300000000006,0.0,7.0,2.0
799,CHEMBL182188,CN1C(=O)CCC2CN(CC[C@](C)(CN(C)S(=O)(=O)c3ccccc3)c3ccccc3)CCC21,active,28.0,483.6780000000002,3.597800000000002,0.0,4.0,28.0
800,CHEMBL361585,CN(C[C@@](C)(CCN1CCC2C(CCC(=O)N2Cc2ccccc2)C1)c1ccccc1)S(=O)(=O)c1ccccc1,active,10.0,559.7760000000002,5.168200000000005,0.0,4.0,10.0
801,CHEMBL180274,CN(C[C@@](C)(CCN1CCC2C(CCC(=O)N2Cc2ccc([N+](=O)[O-])cc2)C1)c1ccccc1)S(=O)(=O)c1ccccc1,active,5.3,604.7730000000001,5.076400000000005,0.0,6.0,5.3
802,CHEMBL85086,CCN(C(=O)OCc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,active,2.0,563.7640000000001,5.604100000000006,0.0,5.0,2.0
803,CHEMBL93139,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CC[C@](C)(CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,active,1.0,634.7990000000003,5.852500000000006,0.0,7.0,1.0
804,CHEMBL359752,CN(C[C@@H](CCN1CCC(N2C[C@@H](c3ccccc3)OC2=O)CC1)c1ccccc1)S(=O)(=O)c1ccccc1,active,31.9,547.7210000000003,5.138900000000005,0.0,5.0,31.9
805,CHEMBL178319,CN(C[C@@H](CCN1CCC(N2C[C@H](c3ccccc3)OC2=O)CC1)c1ccccc1)S(=O)(=O)c1ccccc1,active,100.0,547.7210000000003,5.138900000000005,0.0,5.0,100.0
806,CHEMBL178337,C[C@H]1[C@@H](c2ccccc2)OC(=O)N1C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,active,36.7,561.748,5.527400000000006,0.0,5.0,36.7
807,CHEMBL359687,C[C@@H]1[C@@H](c2ccccc2)OC(=O)N1C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,active,350.0,561.748,5.527400000000006,0.0,5.0,350.0
808,CHEMBL360522,CN(C[C@@H](CCN1CCC2C(CCN2C(=O)OC(C)(C)C)C1)c1ccccc1)S(=O)(=O)c1ccccc1,active,16.0,527.7310000000003,4.812300000000005,0.0,5.0,16.0
809,CHEMBL360667,CN(C[C@@](C)(CCN1CCC2C(CCN2C(=O)OC(C)(C)C)C1)c1ccccc1)S(=O)(=O)c1ccccc1,active,11.0,541.7580000000003,4.986400000000005,0.0,5.0,11.0
810,CHEMBL362637,CN(C[C@@](C)(CCN1CCC2NCCC2C1)c1ccccc1)S(=O)(=O)c1ccccc1,intermediate,2000.0,441.6410000000001,3.3389000000000015,1.0,4.0,2000.0
811,CHEMBL180013,CN(C[C@@](C)(CCN1CCC2C(CCN2C(=O)OCc2ccccc2)C1)c1ccccc1)S(=O)(=O)c1ccccc1,active,9.0,575.7750000000003,5.388100000000005,0.0,5.0,9.0
812,CHEMBL182274,CN(C(=O)Cc1ccc(F)c(F)c1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,690.0,462.5840000000002,5.652300000000006,0.0,2.0,690.0
813,CHEMBL183769,COc1cccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)c1,active,680.0,456.6300000000001,5.382700000000005,0.0,3.0,680.0
814,CHEMBL180498,COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,active,580.0,456.6300000000001,5.382700000000006,0.0,3.0,580.0
815,CHEMBL182682,COc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1OC,active,650.0,486.6560000000002,5.3913000000000055,0.0,4.0,650.0
816,CHEMBL182010,COc1cc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1,intermediate,2700.0,486.6560000000002,5.3913000000000055,0.0,4.0,2700.0
817,CHEMBL427144,COc1cc(OC)c(OC)cc1CC(=O)N(C)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,1100.0,516.6820000000002,5.399900000000006,0.0,5.0,1100.0
818,CHEMBL180685,CN(C(=O)Cc1ccc(Br)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,580.0,505.5000000000003,6.136600000000007,0.0,2.0,580.0
819,CHEMBL183554,CN(C(=O)Cc1ccc(OCc2ccccc2)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,3500.0,532.7280000000002,6.953100000000008,0.0,3.0,3500.0
820,CHEMBL179950,CN(C(=O)Cc1ccc(-c2ccccc2)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,2300.0,502.70200000000034,7.041100000000007,0.0,2.0,2300.0
821,CHEMBL360524,CN(C(=O)Cc1ccc(C(F)(F)F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,370.0,494.6010000000002,6.392900000000006,0.0,2.0,370.0
822,CHEMBL182684,CN(C(=O)Cc1ccc(OC(F)(F)F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,290.0,510.6000000000003,6.272700000000007,0.0,3.0,290.0
823,CHEMBL182878,CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,active,680.0,483.6560000000002,5.332500000000006,1.0,3.0,680.0
824,CHEMBL180656,CN(C(=O)Cc1ccc(C#N)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,60.0,451.61400000000015,5.245780000000005,0.0,3.0,60.0
825,CHEMBL181913,CN(C(=O)Cc1ccc(S(N)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,91.0,505.6840000000003,4.021500000000003,1.0,4.0,91.0
826,CHEMBL179858,CN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,46.0,533.7380000000002,4.624400000000003,0.0,4.0,46.0
827,CHEMBL183409,CSc1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,active,560.0,472.69800000000015,6.096000000000007,0.0,3.0,560.0
828,CHEMBL182731,COC(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,active,630.0,484.6400000000002,5.160700000000006,0.0,4.0,630.0
829,CHEMBL183709,CN(C(=O)Cc1ccc(O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,470.0,442.6030000000001,5.079700000000005,1.0,3.0,470.0
830,CHEMBL360044,CN(C(=O)Cc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,150.0,471.6010000000002,5.2823000000000055,0.0,4.0,150.0
831,CHEMBL182817,CCN(C(=O)Cc1ccc(OC(F)(F)F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,310.0,524.6270000000002,6.662800000000007,0.0,3.0,310.0
832,CHEMBL182279,CCN(C(=O)Cc1ccc(C#N)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,66.0,465.6410000000002,5.635880000000006,0.0,3.0,66.0
833,CHEMBL179877,CCN(C(=O)Cc1ccc(S(N)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,38.0,519.7110000000002,4.4116000000000035,1.0,4.0,38.0
834,CHEMBL179993,CCN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,10.0,547.7650000000001,5.014500000000005,0.0,4.0,10.0
835,CHEMBL369311,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,76.0,518.7230000000003,5.167700000000005,0.0,4.0,76.0
836,CHEMBL360106,CCN(C(=O)Cc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,110.0,485.6280000000002,5.672400000000006,0.0,4.0,110.0
837,CHEMBL369352,NS(=O)(=O)c1ccc(CC(=O)N(C2CC2)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,active,33.0,531.7220000000003,4.554100000000004,1.0,4.0,33.0
838,CHEMBL182074,CS(=O)(=O)c1ccc(CC(=O)N(C2CC2)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,active,51.0,530.7340000000003,5.310200000000006,0.0,4.0,51.0
839,CHEMBL182929,O=C(Cc1ccc([N+](=O)[O-])cc1)N(C1CC1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,310.0,497.6390000000003,5.814900000000006,0.0,4.0,310.0
840,CHEMBL182083,C=CCN(C(=O)Cc1ccc(OC(F)(F)F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,350.0,536.6380000000001,6.828900000000007,0.0,3.0,350.0
841,CHEMBL180155,C=CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,37.0,530.7340000000002,5.333800000000006,0.0,4.0,37.0
842,CHEMBL426960,C=CCN(C(=O)Cc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,180.0,497.6390000000003,5.838500000000006,0.0,4.0,180.0
843,CHEMBL361444,CN(C(=O)NC1CCCCC1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,1800.0,433.6400000000001,5.647100000000006,1.0,2.0,1800.0
844,CHEMBL425168,CN(C(=O)Nc1cccc(C#N)c1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,4900.0,452.60200000000015,5.708580000000006,1.0,3.0,4900.0
845,CHEMBL183710,Cc1cccc(NC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)c1,intermediate,5900.0,441.61900000000014,6.145320000000006,1.0,2.0,5900.0
846,CHEMBL183492,C=CCN(C(=O)Nc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,2100.0,453.6300000000002,6.393100000000007,1.0,2.0,2100.0
847,CHEMBL181967,CN(C(=O)Nc1ccc(Cl)c(Cl)c1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,370.0,496.4820000000003,7.143700000000007,1.0,2.0,370.0
848,CHEMBL178477,CN(C(=O)Nc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,190.0,445.5820000000001,5.976000000000006,1.0,2.0,190.0
849,CHEMBL426250,CCN(C(=O)Nc1ccc(C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,320.0,455.6460000000002,6.535420000000007,1.0,2.0,320.0
850,CHEMBL183406,CN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,100.0,441.61900000000014,5.514600000000006,1.0,2.0,100.0
851,CHEMBL180184,CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,62.0,455.6460000000002,5.904700000000006,1.0,2.0,62.0
852,CHEMBL183746,CCN(C(=O)NC(C)c1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,5400.0,469.6730000000003,6.465700000000007,1.0,2.0,5400.0
853,CHEMBL183261,C=CCN(C(=O)NCc1cccc(C)c1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,240.0,481.68400000000025,6.379220000000007,1.0,2.0,240.0
854,CHEMBL183885,CN(C(=O)N1Cc2ccccc2C1=O)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,4100.0,467.6130000000002,5.380800000000006,0.0,3.0,4100.0
855,CHEMBL181858,C=CCN(C(=O)NCc1ccc(OC)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,110.0,497.68300000000033,6.079400000000007,1.0,3.0,110.0
856,CHEMBL182940,CCN(C(=O)NCc1cccc(C)c1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,35.0,469.67300000000023,6.213120000000007,1.0,2.0,35.0
857,CHEMBL182780,CCN(C(=O)NCc1ccc(OC)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,42.0,485.67200000000025,5.913300000000007,1.0,3.0,42.0
858,CHEMBL182380,CCN(C(=O)NCc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,49.0,533.7380000000002,5.308200000000006,1.0,4.0,49.0
859,CHEMBL182266,CN(C(=O)c1ccncc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,6100.0,413.5650000000001,4.840200000000005,0.0,3.0,6100.0
860,CHEMBL183907,CN(C(=O)c1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,7200.0,430.5670000000001,5.584300000000006,0.0,2.0,7200.0
861,CHEMBL361414,CN(C(=O)c1cccc([N+](=O)[O-])c1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,5100.0,457.5740000000002,5.353400000000006,0.0,4.0,5100.0
862,CHEMBL181260,CN(C(=O)c1cccs1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,8700.0,418.6060000000001,5.506700000000006,0.0,3.0,8700.0
863,CHEMBL362388,CN(C(=O)c1ccco1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,7900.0,402.53800000000007,5.038200000000005,0.0,3.0,7900.0
864,CHEMBL181502,CN(C(=O)C1CCC1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,7400.0,390.5710000000001,4.931500000000005,0.0,2.0,7400.0
865,CHEMBL182234,CC(C)CC(=O)N(C)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,3400.0,392.5870000000001,5.1775000000000055,0.0,2.0,3400.0
866,CHEMBL427137,CN(C(=O)CC(C)(C)C)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,5500.0,406.6140000000001,5.567600000000007,0.0,2.0,5500.0
867,CHEMBL367586,CN(C(=O)Cc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,810.0,426.60400000000016,5.374100000000006,0.0,2.0,810.0
868,CHEMBL367586,CN(C(=O)Cc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,770.0,426.60400000000016,5.374100000000006,0.0,2.0,770.0
869,CHEMBL182403,CN(C(=O)C(=O)c1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,5900.0,440.58700000000016,5.014300000000005,0.0,3.0,5900.0
870,CHEMBL362168,CC(C(=O)N(C)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1)c1ccccc1,intermediate,6800.0,440.63100000000014,5.9351000000000065,0.0,2.0,6800.0
871,CHEMBL183553,CN(C(=O)Cc1ccccc1Cl)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,3600.0,461.0490000000002,6.027500000000007,0.0,2.0,3600.0
872,CHEMBL180095,CN(C(=O)Cc1cccc(Cl)c1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,2200.0,461.0490000000002,6.027500000000007,0.0,2.0,2200.0
873,CHEMBL183293,CN(C(=O)Cc1ccc(Cl)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,800.0,461.0490000000002,6.027500000000007,0.0,2.0,800.0
874,CHEMBL360120,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,780.0,495.4940000000003,6.6809000000000065,0.0,2.0,780.0
875,CHEMBL183875,CN(C(=O)Cc1ccc(Cl)cc1Cl)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,2600.0,495.4940000000003,6.6809000000000065,0.0,2.0,2600.0
876,CHEMBL182557,CN(C(=O)Cc1ccccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,1900.0,444.5940000000001,5.513200000000006,0.0,2.0,1900.0
877,CHEMBL183514,CN(C(=O)Cc1cccc(F)c1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,intermediate,1400.0,444.5940000000001,5.513200000000006,0.0,2.0,1400.0
878,CHEMBL180334,CN(C(=O)Cc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,660.0,444.5940000000001,5.513200000000006,0.0,2.0,660.0
879,CHEMBL359986,COc1ccc(/C=C/C(=O)OC(C)C(=O)[C@H]2C[C@@H]2[C@H](O)[C@H]2CC=CC(=O)O2)cc1,inactive,10000.0,400.4270000000001,2.0779,1.0,7.0,10000.0
880,CHEMBL359986,COc1ccc(/C=C/C(=O)OC(C)C(=O)[C@H]2C[C@@H]2[C@H](O)[C@H]2CC=CC(=O)O2)cc1,intermediate,5500.0,400.4270000000001,2.0779,1.0,7.0,5500.0
881,CHEMBL359986,COc1ccc(/C=C/C(=O)OC(C)C(=O)[C@H]2C[C@@H]2[C@H](O)[C@H]2CC=CC(=O)O2)cc1,intermediate,8700.0,400.4270000000001,2.0779,1.0,7.0,8700.0
882,CHEMBL366260,COc1ccc(/C=C\C(=O)OC(C)C(=O)[C@H]2C[C@@H]2[C@H](O)[C@H]2CC=CC(=O)O2)cc1,intermediate,8800.0,400.4270000000001,2.0779,1.0,7.0,8800.0
883,CHEMBL366260,COc1ccc(/C=C\C(=O)OC(C)C(=O)[C@H]2C[C@@H]2[C@H](O)[C@H]2CC=CC(=O)O2)cc1,intermediate,6000.0,400.4270000000001,2.0779,1.0,7.0,6000.0
884,CHEMBL366260,COc1ccc(/C=C\C(=O)OC(C)C(=O)[C@H]2C[C@@H]2[C@H](O)[C@H]2CC=CC(=O)O2)cc1,inactive,10000.0,400.4270000000001,2.0779,1.0,7.0,10000.0
885,CHEMBL363999,CC(OC(=O)/C=C/c1ccc(O)cc1)C(=O)[C@H]1C[C@@H]1[C@H](O)[C@H]1CC=CC(=O)O1,inactive,10000.0,386.4000000000001,1.7749,2.0,7.0,10000.0
886,CHEMBL363999,CC(OC(=O)/C=C/c1ccc(O)cc1)C(=O)[C@H]1C[C@@H]1[C@H](O)[C@H]1CC=CC(=O)O1,intermediate,7200.0,386.4000000000001,1.7749,2.0,7.0,7200.0
887,CHEMBL363999,CC(OC(=O)/C=C/c1ccc(O)cc1)C(=O)[C@H]1C[C@@H]1[C@H](O)[C@H]1CC=CC(=O)O1,inactive,10000.0,386.4000000000001,1.7749,2.0,7.0,10000.0
888,CHEMBL193988,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ccc(Cl)cn34)CC2)[C@@H](c2cccc(F)c2)C1,active,0.89,539.0950000000001,5.665200000000006,1.0,5.0,0.89
889,CHEMBL364070,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,2.5,500.68700000000024,5.422300000000005,1.0,5.0,2.5
890,CHEMBL191139,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(Cn3cnc4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,6.3,514.7140000000002,5.497400000000005,1.0,5.0,6.3
891,CHEMBL193972,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(CCn3cnc4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,2.6,528.7410000000002,5.8875000000000055,1.0,5.0,2.6
892,CHEMBL193440,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(CCCn3cnc4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,0.84,542.7680000000003,6.277600000000007,1.0,5.0,0.84
893,CHEMBL195199,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,63.0,516.6860000000001,4.715600000000004,2.0,5.0,63.0
894,CHEMBL436290,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4cccnc43)CC2)[C@@H](c2ccccc2)C1,active,2.8,501.67500000000024,4.817300000000004,1.0,6.0,2.8
895,CHEMBL445925,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(c3c[nH]c4ccccc34)CC2)[C@@H](c2ccccc2)C1,active,10.0,499.69900000000024,6.096400000000006,2.0,3.0,10.0
896,CHEMBL196087,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3nnc4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,8.2,501.67500000000024,4.817300000000004,1.0,6.0,8.2
897,CHEMBL194078,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4ccccc4c3=O)CC2)[C@@H](c2ccccc2)C1,active,12.0,528.6970000000002,4.782500000000004,1.0,6.0,12.0
898,CHEMBL192456,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc(=O)c4ccccc43)CC2)[C@@H](c2ccccc2)C1,active,100.0,528.6970000000002,4.782500000000004,1.0,6.0,100.0
899,CHEMBL470512,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3ncc4ccccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,13.0,504.6500000000002,5.0118000000000045,1.0,5.0,13.0
900,CHEMBL2113086,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ccccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,0.42,504.6500000000002,5.0118000000000045,1.0,5.0,0.42
901,CHEMBL191803,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3nnc4ccccn34)CC2)[C@@H](c2ccccc2)C1,active,12.0,487.6480000000002,4.267700000000004,1.0,6.0,12.0
902,CHEMBL2113088,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4cnccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,1.0,505.6380000000002,4.406800000000004,1.0,6.0,1.0
903,CHEMBL472798,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ncccn34)CC2)[C@@H](c2cccc(F)c2)C1,active,3.5,505.6380000000002,4.406800000000003,1.0,6.0,3.5
904,CHEMBL475606,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4cccnn34)CC2)[C@@H](c2cccc(F)c2)C1,active,3.0,505.6380000000002,4.406800000000004,1.0,6.0,3.0
905,CHEMBL2113084,Cc1cc(C)n2ncc(C3CCN(C[C@H]4CN([C@H](CC5CCC5)C(=O)O)C[C@@H]4c4cccc(F)c4)CC3)c2n1,active,7.0,533.6920000000003,5.023640000000005,1.0,6.0,7.0
906,CHEMBL475777,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4ccccc4n3)CC2)[C@@H](c2cccc(F)c2)C1,active,65.0,504.6500000000002,5.0118000000000045,1.0,5.0,65.0
907,CHEMBL472799,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4ccncc4n3)CC2)[C@@H](c2cccc(F)c2)C1,active,29.0,505.6380000000002,4.406800000000003,1.0,6.0,29.0
908,CHEMBL363564,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cn4cccnc4n3)CC2)[C@@H](c2ccccc2)C1,active,200.0,487.6480000000002,4.267700000000004,1.0,6.0,200.0
909,CHEMBL193822,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ccc(-c5ccccc5)cn34)CC2)[C@@H](c2cccc(F)c2)C1,active,0.8,580.7480000000002,6.678800000000008,1.0,5.0,0.8
910,CHEMBL193984,CCc1ccn2c(C3CCN(C[C@H]4CN([C@H](CC5CCC5)C(=O)O)C[C@@H]4c4cccc(F)c4)CC3)cnc2c1,active,0.35,532.7040000000003,5.574200000000006,1.0,5.0,0.35
911,CHEMBL363840,Cn1nnnc1-c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,active,1000.0,505.6420000000004,4.651200000000004,2.0,6.0,1000.0
912,CHEMBL195753,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(c3cnc4ccc([N+](=O)[O-])cn34)CC2)[C@@H](c2cccc(F)c2)C1,active,0.6,549.6470000000002,4.920000000000004,1.0,7.0,0.6
913,CHEMBL195930,O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(n3cnc4ncccc43)CC2)[C@@H](c2ccccc2)C1,active,23.0,501.67500000000024,4.817300000000004,1.0,6.0,23.0
914,CHEMBL20896,O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,active,0.1,488.7160000000003,6.080300000000007,1.0,3.0,0.1
915,CHEMBL195433,CC(=O)c1sc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,active,1000.0,486.65700000000027,5.428220000000006,2.0,5.0,1000.0
916,CHEMBL180155,C=CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,13.0,530.7340000000002,5.333800000000006,0.0,4.0,13.0
917,CHEMBL182074,CS(=O)(=O)c1ccc(CC(=O)N(C2CC2)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,active,32.0,530.7340000000003,5.310200000000006,0.0,4.0,32.0
918,CHEMBL369311,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,active,18.0,518.7230000000003,5.167700000000005,0.0,4.0,18.0
919,CHEMBL199147,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,active,780.0,554.7030000000002,5.445900000000006,0.0,4.0,780.0
920,CHEMBL199258,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(F)cc2)CC1,active,310.0,536.7130000000002,5.306800000000005,0.0,4.0,310.0
921,CHEMBL198277,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(Cl)cc2)CC1,active,8.5,553.1680000000001,5.821100000000007,0.0,4.0,8.5
922,CHEMBL372852,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,active,760.0,587.6130000000002,6.474500000000008,0.0,4.0,760.0
